,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,versions,update_date,authors_parsed,publisher,published-print,published-online,reference-count,type,bibtex,subject,publication_type,field_of_study,refined_authors,refined_publication_title,resolved_venue,refined_venue,authors_with_gender,publication_year,journal_name,volume,issue,pages
98726,912.2171,Ulrich S. Schwarz,"Christian B. Korn, Stefan Klumpp, Reinhard Lipowsky, Ulrich S. Schwarz",Stochastic simulations of cargo transport by processive molecular motors,"40 pages, Revtex with 13 figures, to appear in Journal of Chemical
  Physics","J. Chem. Phys. 131:245107, 2009",10.1063/1.3279305,,q-bio.SC cond-mat.soft q-bio.BM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 11 Dec 2009 08:04:01 GMT'}]",2010-02-24,"[['Korn', 'Christian B.', ''], ['Klumpp', 'Stefan', ''], ['Lipowsky', 'Reinhard', ''], ['Schwarz', 'Ulrich S.', '']]",,,,,,,,,Condensed Matter Physics,"Christian B. Korn, Stefan Klumpp, Reinhard Lipowsky, Ulrich S. Schwarz",Stochastic simulations of cargo transport by processive molecular motors,Unknown,Unknown,"Christian B. Korn (unknown), Stefan Klumpp (unknown), Reinhard Lipowsky (unknown), Ulrich S. Schwarz (unknown)",2009,The Journal of Chemical Physics,131,24,
56624,811.0973,Michele Campisi Dr,"Peter Talkner, Michele Campisi, Peter H\""anggi",Fluctuation theorems in driven open quantum systems,12 pages,J. Stat. Mech. (2009) P02025,10.1088/1742-5468/2009/02/P02025,,cond-mat.stat-mech quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 6 Nov 2008 15:37:52 GMT'}]",2009-02-18,"[['Talkner', 'Peter', ''], ['Campisi', 'Michele', ''], ['Hänggi', 'Peter', '']]",,,,,,,,,Quantum Physics,"Peter Talkner, Michele Campisi, Peter Hänggi",Fluctuation theorems in driven open quantum systems,Unknown,Unknown,"Peter Talkner (unknown), Michele Campisi (unknown), Peter Hänggi (unknown)",2009,Journal of Statistical Mechanics: Theory and Experiment,2009,02,P02025
72590,904.193,Jose Enrique Garcia Ramos,"J.E. Garcia-Ramos, K. Heyde","The Pt isotopes: comparing the Interacting Boson Model with
  Configuration Mixing and the Extended Consistent-Q formalism",To be published in NPA,"Nucl.Phys.A825:39-70,2009",10.1016/j.nuclphysa.2009.04.003,,nucl-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 13 Apr 2009 08:25:48 GMT'}]",2009-09-02,"[['Garcia-Ramos', 'J. E.', ''], ['Heyde', 'K.', '']]",,,,,,,,,Nuclear Physics,"J.E. García-Ramos, K. Heyde",The Pt isotopes: Comparing the Interacting Boson Model with configuration mixing and the extended consistent-Q formalism,Unknown,Unknown,"J.E. García-Ramos (unknown), K. Heyde (unknown)",2009,Nuclear Physics A,825,1-2,39-70
133843,1010.4002,Sergey Smirnov,Sergey Smirnov,Anomalous Cherenkov spin-orbit sound,published version,"Physical Review B, Rapid Communications, Volume. 83, Issue 8, Page
  081308(R) (2011)",10.1103/PhysRevB.83.081308,,cond-mat.mes-hall,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 19 Oct 2010 18:37:56 GMT'}, {'version': 'v2', 'created': 'Thu, 17 Feb 2011 12:12:50 GMT'}]",2011-02-18,"[['Smirnov', 'Sergey', '']]",,,,,,,,,Condensed Matter Physics,Sergey Smirnov,Anomalous Cherenkov spin-orbit sound,Unknown,Unknown,Sergey Smirnov (unknown),2011,Physical Review B,83,8,
126525,1008.3518,Jeter Hall,"E. Behnke, J. Behnke, S.J. Brice, D. Broemmelsiek, J.I. Collar, P.S.
  Cooper, M. Crisler, C.E. Dahl, D. Fustin, J. Hall, J.H. Hinnefeld, M. Hu, I.
  Levine, E. Ramberg, T. Shepherd, A. Sonnenschein, M. Szydagis","Improved Limits on Spin-Dependent WIMP-Proton Interactions from a Two
  Liter CF$_3$I Bubble Chamber","4 pages, 4 figures V2 submitted to match journal version","Phys.Rev.Lett.106:021303,2011",10.1103/PhysRevLett.106.021303,,astro-ph.CO hep-ex nucl-ex,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 20 Aug 2010 14:33:17 GMT'}, {'version': 'v2', 'created': 'Mon, 7 Mar 2011 19:53:37 GMT'}]",2011-03-08,"[['Behnke', 'E.', ''], ['Behnke', 'J.', ''], ['Brice', 'S. J.', ''], ['Broemmelsiek', 'D.', ''], ['Collar', 'J. I.', ''], ['Cooper', 'P. S.', ''], ['Crisler', 'M.', ''], ['Dahl', 'C. E.', ''], ['Fustin', 'D.', ''], ['Hall', 'J.', ''], ['Hinnefeld', 'J. H.', ''], ['Hu', 'M.', ''], ['Levine', 'I.', ''], ['Ramberg', 'E.', ''], ['Shepherd', 'T.', ''], ['Sonnenschein', 'A.', ''], ['Szydagis', 'M.', '']]",,,,,,,,,Astronomy and Astrophysics,"E. Behnke, J. Behnke, S. J. Brice, D. Broemmelsiek, J. I. Collar, P. S. Cooper, M. Crisler, C. E. Dahl, D. Fustin, J. Hall, J. H. Hinnefeld, M. Hu, I. Levine, E. Ramberg, T. Shepherd, A. Sonnenschein, M. Szydagis, ","Improved Limits on Spin-Dependent WIMP-Proton Interactions from a Two Liter<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi>CF</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:mi mathvariant=""normal"">I</mml:mi></mml:math>Bubble Chamber",Unknown,Unknown,"E. Behnke (unknown), J. Behnke (unknown), S. J. Brice (unknown), D. Broemmelsiek (unknown), J. I. Collar (unknown), P. S. Cooper (unknown), M. Crisler (unknown), C. E. Dahl (unknown), D. Fustin (unknown), J. Hall (unknown), J. H. Hinnefeld (unknown), M. Hu (unknown), I. Levine (unknown), E. Ramberg (unknown), T. Shepherd (unknown), A. Sonnenschein (unknown), M. Szydagis (unknown),  (unknown)",2011,Physical Review Letters,106,2,
108991,1003.3532,Marian Lazar,V. Pierrard and M. Lazar,Kappa distributions: theory and applications in space plasmas,"At the time of submission to arxiv this paper is under consideration
  of editors for publication in a review journal.",,10.1007/s11207-010-9640-2,,physics.space-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 18 Mar 2010 09:24:43 GMT'}]",2015-05-18,"[['Pierrard', 'V.', ''], ['Lazar', 'M.', '']]",,,,,,,,,Mathematics and Computer Science,"V. Pierrard, M. Lazar",Kappa Distributions: Theory and Applications in Space Plasmas,Unknown,Unknown,"V. Pierrard (unknown), M. Lazar (unknown)",2010,Solar Physics,267,1,153-174
15854,709.3143,Gary Morriss,D. J. Robinson and G. P. Morriss,Lyapunov Mode Dynamics in Hard-Disk Systems,,,10.1007/s10955-007-9473-z,,nlin.CD,,"[{'version': 'v1', 'created': 'Thu, 20 Sep 2007 07:03:02 GMT'}]",2009-11-13,"[['Robinson', 'D. J.', ''], ['Morriss', 'G. P.', '']]",,,,,,,,,Nonlinear Sciences,"D. J. Robinson, G. P. Morriss",Lyapunov Mode Dynamics in Hard-Disk Systems,Unknown,Unknown,"D. J. Robinson (unknown), G. P. Morriss (unknown)",2008,Journal of Statistical Physics,131,1,1-31
139620,1012.0769,Jose Joaquin Rodes-Roca JJRR,"J. J. Rodes-Roca, K. L. Page, J. M. Torrej\'on, J. P. Osborne, G.
  Bernab\'eu",Detecting emission lines with XMM-Newton in 4U 1538-52,"11 pages, 6 figures, accepted for publication in Astronomy and
  Astrophysics",,10.1051/0004-6361/201014324,,astro-ph.HE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 3 Dec 2010 15:45:01 GMT'}]",2010-12-06,"[['Rodes-Roca', 'J. J.', ''], ['Page', 'K. L.', ''], ['Torrejón', 'J. M.', ''], ['Osborne', 'J. P.', ''], ['Bernabéu', 'G.', '']]",,,,,,,,,Astronomy and Astrophysics,"J. J. Rodes-Roca, K. L. Page, J. M. Torrejón, J. P. Osborne, G. Bernabéu",Detecting emission lines with<i>XMM-Newton</i>in 4U 1538–52,Unknown,Unknown,"J. J. Rodes-Roca (unknown), K. L. Page (unknown), J. M. Torrejón (unknown), J. P. Osborne (unknown), G. Bernabéu (unknown)",2011,Astronomy &amp; Astrophysics,526,,A64
36196,804.2926,Piljin Yi,Jaemo Park and Piljin Yi,A Holographic QCD and Excited Baryons from String Theory,"33 pages, two references added, JHEP version","JHEP 0806:011,2008",10.1088/1126-6708/2008/06/011,"KIAS-P08030, SU-ITP-08/03",hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 18 Apr 2008 01:52:46 GMT'}, {'version': 'v2', 'created': 'Mon, 26 May 2008 01:21:26 GMT'}]",2010-02-03,"[['Park', 'Jaemo', ''], ['Yi', 'Piljin', '']]",,,,,,,,,High Energy Physics,"Jaemo Park, Piljin Yi",A holographic QCD and excited baryons from string theory,Unknown,Unknown,"Jaemo Park (unknown), Piljin Yi (unknown)",2008,Journal of High Energy Physics,2008,06,011-011
25097,712.3326,Xuehao He,Xuehao He and Friederike Schmid,Spontaneous formation of complex micelles from homogeneous solution,PRL (in press),,10.1103/PhysRevLett.100.137802,,cond-mat.soft,,"[{'version': 'v1', 'created': 'Thu, 20 Dec 2007 04:37:58 GMT'}, {'version': 'v2', 'created': 'Tue, 26 Feb 2008 04:48:39 GMT'}]",2009-11-13,"[['He', 'Xuehao', ''], ['Schmid', 'Friederike', '']]",,,,,,,,,Condensed Matter Physics,"Xuehao He, Friederike Schmid",Spontaneous Formation of Complex Micelles from a Homogeneous Solution,Unknown,Unknown,"Xuehao He (unknown), Friederike Schmid (unknown)",2008,Physical Review Letters,100,13,
145736,1101.5078,Florian Enescu,"Ian M. Aberbach, Florian Enescu","New estimates of Hilbert-Kunz multiplicities for local rings of fixed
  dimension","minor corrections, final version, accepted for publication in Nagoya
  Math Journal","Nagoya Math. J. 212 (2013), 59-85",10.1215/00277630-2335204,,math.AC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 26 Jan 2011 14:58:23 GMT'}, {'version': 'v2', 'created': 'Fri, 29 Apr 2011 14:55:51 GMT'}, {'version': 'v3', 'created': 'Fri, 27 Apr 2012 19:48:48 GMT'}, {'version': 'v4', 'created': 'Wed, 5 Dec 2012 19:26:38 GMT'}]",2015-01-14,"[['Aberbach', 'Ian M.', ''], ['Enescu', 'Florian', '']]",,,,,,,,,Mathematics and Computer Science,"Ian M. Aberbach, Florian Enescu",New estimates of Hilbert–Kunz multiplicities for local rings of fixed dimension,Unknown,Unknown,"Ian M. Aberbach (unknown), Florian Enescu (unknown)",2013,Nagoya Mathematical Journal,212,,59-85
149963,1103.0409,Peter Balazs,"Peter Balazs, Dominik Bayer, Florent Jaillet and Peter S{\o}ndergaard","The Pole Behaviour of the Phase Derivative of the Short-Time Fourier
  Transform","15 pages, 4 figures; Applied and Computational Harmonic Analysis (in
  press), available online 22 October 2015",,10.1016/j.acha.2015.10.001,,math.FA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 2 Mar 2011 12:30:47 GMT'}, {'version': 'v2', 'created': 'Thu, 19 Nov 2015 10:09:09 GMT'}]",2015-11-20,"[['Balazs', 'Peter', ''], ['Bayer', 'Dominik', ''], ['Jaillet', 'Florent', ''], ['Søndergaard', 'Peter', '']]",,,,,,,,,Mathematics and Computer Science,"Peter Balazs, Dominik Bayer, Florent Jaillet, Peter Søndergaard",The pole behavior of the phase derivative of the short-time Fourier transform,Unknown,Unknown,"Peter Balazs (unknown), Dominik Bayer (unknown), Florent Jaillet (unknown), Peter Søndergaard (unknown)",2016,Applied and Computational Harmonic Analysis,40,3,610-621
129827,1009.3413,Michael Eides,Michael I. Eides and Timothy J. S. Martin,"Universality of Leading Relativistic Corrections to Bound State
  Gyromagnetic Ratios","10 pp., based on talks given at the Gribov-80 Memorial Workshop,
  ICTP, Trieste, Italy, May 2010 and at PSAS 2010 workshop, Les Houches, June
  2010. To be published in the Gribov-80 Proceedings and in Can. J. Phys",Can. J. Phys. 89(1): 117 (2011),10.1139/P10-074,UK-10-05,hep-ph physics.atom-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 17 Sep 2010 13:13:01 GMT'}, {'version': 'v2', 'created': 'Mon, 4 Oct 2010 01:14:54 GMT'}]",2011-03-15,"[['Eides', 'Michael I.', ''], ['Martin', 'Timothy J. S.', '']]",,,,,,,,,High Energy Physics,"Michael I. Eides, Timothy J.S. Martin","Universality of leading relativistic corrections to bound state gyromagnetic ratiosThis paper was presented at the International Conference on Precision Physics of Simple Atomic Systems, held at École de Physique, les Houches, France, 30 May – 4 June, 2010.",Unknown,Unknown,"Michael I. Eides (unknown), Timothy J.S. Martin (unknown)",2011,Canadian Journal of Physics,89,1,117-122
137781,1011.4352,Laurent Longuevergne,"J. L. Chen (CSR), C. R. Wilson (CSR), B. D. Tapley (CSR), L.
  Longuevergne, Z. L. Yang, B. R. Scanlon","Recent La Plata basin drought conditions observed by satellite
  gravimetry",,Journal of Geophysical Research D: Atmospheres 115 (2010) D22108,10.1029/2010JD014689,,physics.geo-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 19 Nov 2010 06:31:04 GMT'}]",2010-11-22,"[['Chen', 'J. L.', '', 'CSR'], ['Wilson', 'C. R.', '', 'CSR'], ['Tapley', 'B. D.', '', 'CSR'], ['Longuevergne', 'L.', ''], ['Yang', 'Z. L.', ''], ['Scanlon', 'B. R.', '']]",,,,,,,,,Mathematics and Computer Science,"J. L. Chen, C. R. Wilson, B. D. Tapley, L. Longuevergne, Z. L. Yang, B. R. Scanlon",Recent La Plata basin drought conditions observed by satellite gravimetry,Unknown,Unknown,"J. L. Chen (unknown), C. R. Wilson (unknown), B. D. Tapley (unknown), L. Longuevergne (unknown), Z. L. Yang (unknown), B. R. Scanlon (unknown)",2010,Journal of Geophysical Research: Atmospheres,115,D22,
17246,710.082,Jose M. M. Senovilla,"Marc Mars, Jos\'e M. M. Senovilla and Ra\""ul Vera","Is the accelerated expansion evidence of a forthcoming change of
  signature on the brane?","5 pages, 1 figure. Minor improvements in abstract and main text. New
  title and new reference added. To be published in PRD","Phys.Rev.D77:027501,2008",10.1103/PhysRevD.77.027501,,gr-qc hep-th,,"[{'version': 'v1', 'created': 'Wed, 3 Oct 2007 15:41:11 GMT'}, {'version': 'v2', 'created': 'Thu, 29 Nov 2007 16:46:53 GMT'}]",2008-11-26,"[['Mars', 'Marc', ''], ['Senovilla', 'José M. M.', ''], ['Vera', 'Raül', '']]",,,,,,,,,High Energy Physics,"Marc Mars, José M. M. Senovilla, Raül Vera",Is the accelerated expansion evidence of a forthcoming change of signature on the brane?,Unknown,Unknown,"Marc Mars (unknown), José M. M. Senovilla (unknown), Raül Vera (unknown)",2008,Physical Review D,77,2,
66078,902.1596,Neill Lambert,"Yueh-Nan Chen, Guang-Yin Chen, Ying-Yen Liao, Neill Lambert, Franco
  Nori","Detecting non-Markovian plasmonic band gaps in quantum dots using
  electron transport",8 pages,"Phys. Rev. B 79, 245312 (2009) [8 pages]",10.1103/PhysRevB.79.245312,,quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 10 Feb 2009 07:49:15 GMT'}]",2015-05-13,"[['Chen', 'Yueh-Nan', ''], ['Chen', 'Guang-Yin', ''], ['Liao', 'Ying-Yen', ''], ['Lambert', 'Neill', ''], ['Nori', 'Franco', '']]",,,,,,,,,Quantum Physics,"Yueh-Nan Chen, Guang-Yin Chen, Ying-Yen Liao, Neill Lambert, Franco Nori",Detecting non-Markovian plasmonic band gaps in quantum dots using electron transport,Unknown,Unknown,"Yueh-Nan Chen (unknown), Guang-Yin Chen (unknown), Ying-Yen Liao (unknown), Neill Lambert (unknown), Franco Nori (unknown)",2009,Physical Review B,79,24,
86889,908.4125,Nevena Maric,"J. Theodore Cox, Nevena Maric, Rinaldo B. Schinazi",Contact process in a wedge,"11 pages, 4 figures","Journal of Statistical Physics, Volume 139, Issue 3, pp 506-517
  (2010)",10.1007/s10955-010-9950-7,,math.PR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 28 Aug 2009 03:24:42 GMT'}]",2015-05-14,"[['Cox', 'J. Theodore', ''], ['Maric', 'Nevena', ''], ['Schinazi', 'Rinaldo B.', '']]",,,,,,,,,Mathematics and Computer Science,"J. Theodore Cox, Nevena Marić, Rinaldo Schinazi",Contact Process in a Wedge,Unknown,Unknown,"J. Theodore Cox (unknown), Nevena Marić (unknown), Rinaldo Schinazi (unknown)",2010,Journal of Statistical Physics,139,3,506-517
89665,909.4072,Ryan Barnett,"Ryan Barnett, Edward Chen, and Gil Refael","Vortex Synchronization in Bose-Einstein Condensates: A Time-Dependent
  Gross-Pitaevskii Equation Approach","6.1 pages, 3 figures",New J. Phys. 12 043004 (2010),10.1088/1367-2630/12/4/043004,,cond-mat.quant-gas,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 22 Sep 2009 20:59:52 GMT'}, {'version': 'v2', 'created': 'Mon, 5 Oct 2009 15:38:54 GMT'}]",2012-02-22,"[['Barnett', 'Ryan', ''], ['Chen', 'Edward', ''], ['Refael', 'Gil', '']]",,,,,,,,,Condensed Matter Physics,"Ryan Barnett, Edward Chen, Gil Refael",Vortex synchronization in Bose–Einstein condensates: a time-dependent Gross–Pitaevskii equation approach,Unknown,Unknown,"Ryan Barnett (unknown), Edward Chen (unknown), Gil Refael (unknown)",2010,New Journal of Physics,12,4,043004
113318,1004.4792,James Fowler,"Nicholas A. Christakis, James H. Fowler",Social Network Sensors for Early Detection of Contagious Outbreaks,,,10.1371/journal.pone.0012948,,physics.soc-ph q-bio.OT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 27 Apr 2010 13:11:26 GMT'}]",2011-07-26,"[['Christakis', 'Nicholas A.', ''], ['Fowler', 'James H.', '']]",,,,,,,,,Mathematics and Computer Science,"Nicholas A. Christakis, James H. Fowler",Social Network Sensors for Early Detection of Contagious Outbreaks,Unknown,Unknown,"Nicholas A. Christakis (unknown), James H. Fowler (unknown)",2010,PLoS ONE,5,9,e12948
32548,803.1712,Marco Bellini,"Alessandro Zavatta, Valentina Parigi, and Marco Bellini","Towards quantum frequency combs: boosting the generation of highly
  nonclassical light states by cavity-enhanced parametric down-conversion at
  high repetition rates","5 pages 3 figures; updated with major additions, added references,
  and changed title. Accepted for publication in Physical Review A","PHYSICAL REVIEW A 78, 033809 (2008)",10.1103/PhysRevA.78.033809,,quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 12 Mar 2008 08:01:32 GMT'}, {'version': 'v2', 'created': 'Thu, 28 Aug 2008 14:46:47 GMT'}]",2009-11-13,"[['Zavatta', 'Alessandro', ''], ['Parigi', 'Valentina', ''], ['Bellini', 'Marco', '']]",,,,,,,,,Quantum Physics,"Alessandro Zavatta, Valentina Parigi, Marco Bellini",Toward quantum frequency combs: Boosting the generation of highly nonclassical light states by cavity-enhanced parametric down-conversion at high repetition rates,Unknown,Unknown,"Alessandro Zavatta (unknown), Valentina Parigi (unknown), Marco Bellini (unknown)",2008,Physical Review A,78,3,
52333,809.4617,Bo Jakobsen,"Bo Jakobsen, Niels Boye Olsen, and Tage Christensen","Frequency Dependent Specific Heat from Thermal Effusion in Spherical
  Geometry","17 pages, 15 figures, Substantially revised version","Physical Review E, 81, 061505, 2010",10.1103/PhysRevE.81.061505,,cond-mat.soft,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 26 Sep 2008 13:07:47 GMT'}, {'version': 'v2', 'created': 'Thu, 11 Mar 2010 13:48:19 GMT'}]",2010-06-30,"[['Jakobsen', 'Bo', ''], ['Olsen', 'Niels Boye', ''], ['Christensen', 'Tage', '']]",,,,,,,,,Condensed Matter Physics,"Bo Jakobsen, Niels Boye Olsen, Tage Christensen",Frequency-dependent specific heat from thermal effusion in spherical geometry,Unknown,Unknown,"Bo Jakobsen (unknown), Niels Boye Olsen (unknown), Tage Christensen (unknown)",2010,Physical Review E,81,6,
126677,1008.3785,Majid Hashemi,Majid Hashemi,"Possibility of observing MSSM charged Higgs in association with a W
  boson at LHC","20 pages, 19 figures","Phys.Rev.D83:055004,2011",10.1103/PhysRevD.83.055004,,hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 23 Aug 2010 09:59:08 GMT'}, {'version': 'v2', 'created': 'Wed, 25 Aug 2010 05:30:17 GMT'}, {'version': 'v3', 'created': 'Tue, 11 Jan 2011 13:11:35 GMT'}]",2011-03-21,"[['Hashemi', 'Majid', '']]",,,,,,,,,High Energy Physics,M. Hashemi,"Possibility of observing an MSSM charged Higgs boson in association with a<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>W</mml:mi></mml:math>boson at the LHC",Unknown,Unknown,M. Hashemi (unknown),2011,Physical Review D,83,5,
58590,811.4136,Siegfried Roeser,"E. Schilbach, S. Roeser, R.-D. Scholz",Trigonometric parallaxes of ten ultracool subdwarfs,Letter 4 pages 1 figure. accepted by Astronomy and Astrophysics,,10.1051/0004-6361:200811281,,astro-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 25 Nov 2008 17:14:49 GMT'}]",2009-11-13,"[['Schilbach', 'E.', ''], ['Roeser', 'S.', ''], ['Scholz', 'R. -D.', '']]",,,,,,,,,Astronomy and Astrophysics,"E. Schilbach, S. Röser, R.-D. Scholz",Trigonometric parallaxes of ten ultracool subdwarfs,Unknown,Unknown,"E. Schilbach (unknown), S. Röser (unknown), R.-D. Scholz (unknown)",2009,Astronomy &amp; Astrophysics,493,2,L27-L30
18176,710.2464,Alessandro Maselli Dr.,"A. Maselli, P. Giommi, M. Perri, R. Nesci, A. Tramacere, F. Massaro,
  M. Capalbi","The 26 year-long X-ray light curve and the X-ray spectrum of the BL Lac
  Object 1E 1207.9+3945 in its brightest state","7 pages, 6 figures, accepted for publication in A&A",,10.1051/0004-6361:20078401,,astro-ph,,"[{'version': 'v1', 'created': 'Fri, 12 Oct 2007 14:04:04 GMT'}]",2009-11-13,"[['Maselli', 'A.', ''], ['Giommi', 'P.', ''], ['Perri', 'M.', ''], ['Nesci', 'R.', ''], ['Tramacere', 'A.', ''], ['Massaro', 'F.', ''], ['Capalbi', 'M.', '']]",,,,,,,,,Astronomy and Astrophysics,"A. Maselli, P. Giommi, M. Perri, R. Nesci, A. Tramacere, F. Massaro, M. Capalbi",The 26 year-long X-ray light curve and the X-ray spectrum of the BL Lacertae object 1E 1207.9+3945 in its brightest state,Unknown,Unknown,"A. Maselli (unknown), P. Giommi (unknown), M. Perri (unknown), R. Nesci (unknown), A. Tramacere (unknown), F. Massaro (unknown), M. Capalbi (unknown)",2008,Astronomy &amp; Astrophysics,479,1,35-40
